"","Zipcode","Population2017","Male2017","Female2017","Bachelor_total17","Hispanic17","PerCapital_income17","MedHomeValue17","Med_House_income17","Belov_Poverty_percent17","White17","Black17","Asian17"
"337",75838,638,275,363,15,601,"25975","-","39444","15.4",578,3,0
"338",75839,5192,2534,2658,409,4570,"21273","71900","41512","13.1",4630,220,2
"339",75840,6950,3261,3689,732,6036,"27619","92800","49130","14.0",5323,1378,53
"340",75844,6340,3082,3258,879,6019,"22491","73400","38712","19.8",5277,743,44
"341",75845,3208,1538,1670,263,2966,"20323","74000","42656","15.6",2859,315,0
"342",75846,2875,1357,1518,107,2258,"23442","70800","33929","24.7",2763,64,9
"343",75847,1783,841,942,337,1745,"19589","68300","35133","26.8",1401,258,0
"344",75848,108,40,68,4,103,"18506","55000","53000","41.7",108,0,0
"345",75849,85,57,28,1,68,"12440","-","20982","38.0",69,0,0
"346",75851,4834,3691,1143,472,4182,"11144","116000","51711","12.9",3375,1269,8
"347",75852,4889,4453,436,227,3424,"6610","121900","47557","15.2",2630,1488,33
"348",75853,809,376,433,40,778,"21153","65200","29087","17.4",672,127,0
"349",75855,2463,1219,1244,221,2161,"20824","71200","37740","20.8",1841,531,1
"350",75859,1657,721,936,247,1590,"27851","77200","37500","17.6",1426,227,0
"351",75860,6415,3863,2552,372,5078,"21251","81900","48214","22.0",5344,866,36
"352",75861,8780,7958,822,256,6943,"5020","85100","61667","9.9",5307,3320,52
"353",75862,9863,4686,5177,908,8825,"21058","70300","34909","19.1",8466,915,52
"354",75901,31647,15875,15772,3614,22253,"22333","101300","47081","21.1",24206,4560,677
"355",75904,33820,15765,18055,4908,28252,"23274","108300","47316","17.2",25398,6718,240
"356",75925,4099,1728,2371,382,3711,"19985","99200","36915","28.6",3184,778,84
"357",75926,1121,564,557,107,1054,"21535","72800","41667","15.5",965,155,0
"358",75929,1860,912,948,159,1774,"27243","80800","38177","15.7",1814,44,0
"359",75930,1909,998,911,135,1909,"17636","82000","28913","33.7",1898,0,0
"360",75931,2189,1084,1105,294,2179,"27990","101800","57277","17.3",2009,180,0
"361",75932,1833,1069,764,77,1793,"23092","57700","44167","9.3",1676,150,0
"362",75933,1139,655,484,19,1030,"26154","45900","41667","15.5",844,249,0
"363",75935,13955,6846,7109,1328,10712,"19861","74200","36062","20.7",11174,2399,132
"364",75936,842,415,427,76,797,"20515","76400","43750","16.4",830,10,1
"365",75937,987,527,460,110,905,"22765","92400","43750","14.9",788,159,0
"366",75938,2686,1327,1359,275,2653,"23067","92000","41886","9.9",2583,34,14
"367",75939,4939,2576,2363,314,3531,"22265","68000","41394","18.1",3885,826,14
"368",75941,8974,4716,4258,844,5527,"17771","75300","45692","20.7",6777,1004,16
"369",75943,1349,721,628,134,1171,"26956","70500","46923","19.2",1105,166,28
"370",75944,1409,740,669,154,1381,"22959","83500","39306","18.5",1346,0,0
"371",75946,3209,1522,1687,262,2872,"21043","87800","43269","17.3",2173,759,75
"372",75948,6037,3037,3000,736,5687,"20190","106200","32682","21.6",5460,338,10
"373",75949,7376,3543,3833,495,7136,"20292","82100","40820","16.6",6908,291,0
"374",75951,16072,7728,8344,1642,14597,"20214","92100","37002","18.1",9969,4885,163
"375",75954,3079,1634,1445,341,2881,"22085","66900","43750","18.9",2802,220,0
"376",75956,8533,4129,4404,522,7905,"20223","113300","40341","22.9",7553,639,13
"377",75959,742,365,377,184,742,"32530","110800","47396","3.0",665,58,0
"378",75961,15484,7377,8107,2116,13175,"22952","98400","36073","30.8",10630,4195,140
"379",75962,3204,1225,1979,16,2625,"2305","-","-","-",2240,864,70
"380",75964,19086,9530,9556,2290,12068,"19319","81100","38645","27.8",14657,2854,316
"381",75965,18811,8742,10069,4910,17044,"28362","174500","45588","20.4",14853,2843,545
"382",75966,5287,2700,2587,612,5128,"20301","68200","37734","18.9",3424,1752,12
"383",75968,1883,972,911,143,1811,"18712","57000","30952","21.1",1582,264,0
"384",75969,3726,1764,1962,468,3612,"20659","103300","49393","23.1",3376,340,0
"385",75972,6040,2935,3105,573,5542,"19824","82200","34208","24.4",3789,1836,0
"386",75973,2470,1192,1278,321,2296,"25421","77400","45000","24.9",1889,545,0
"387",75974,3245,1497,1748,338,2496,"18655","67200","33672","25.4",2399,810,0
"388",75975,3727,1889,1838,458,3435,"22109","83300","35399","29.0",2724,943,8
"389",75976,806,359,447,83,719,"19400","55700","31607","28.4",644,117,0
"390",75977,471,251,220,0,471,"21577","60900","28750","5.1",115,356,0
"391",75978,145,68,77,23,145,"29441","128000","74107","4.1",145,0,0
"392",75979,12384,7091,5293,1131,11139,"16621","75800","40079","21.9",9630,1979,58
"393",75980,2500,1207,1293,89,2363,"21364","72000","37426","17.8",2146,100,0
"394",76001,31829,15342,16487,7296,25750,"32154","165500","83192","9.0",20382,7552,1584
"395",76002,36569,17137,19432,7696,27693,"27036","163800","84821","6.2",15258,13660,3479
"396",76006,23259,11939,11320,6858,18562,"32971","208100","43112","13.7",14188,6482,1235
"397",76008,16334,8153,8181,5754,14981,"50137","287300","118268","3.8",15155,182,72
"398",76009,21049,10702,10347,1369,14614,"21957","92900","54222","14.2",18905,32,193
"399",76010,57813,29412,28401,3177,22177,"14875","86100","35183","32.4",41921,8026,3392
"400",76011,22953,11593,11360,3396,14598,"22267","122900","35681","28.8",14098,6672,554
"401",76012,26571,12303,14268,7280,20922,"31720","174600","58256","17.1",20552,3775,855
"402",76013,33169,16181,16988,8904,28124,"28196","160200","49294","18.6",24718,4691,1953
"403",76014,35235,17332,17903,3449,20947,"19268","99300","50916","18.9",18400,9482,3606
"404",76015,16464,8020,8444,2939,12397,"26974","123900","53125","15.0",11507,2975,794
"405",76016,30808,14950,15858,9967,27173,"40990","170900","84493","5.6",25233,1973,2133
"406",76017,47010,23474,23536,11455,39678,"31572","159400","69155","10.8",30460,9897,3183
"407",76018,31416,14859,16557,5019,22290,"23603","123900","64406","9.1",11769,10196,4237
"408",76020,27714,13994,13720,4122,25504,"32273","135700","60770","10.6",26509,234,108
"409",76021,35903,16754,19149,11282,31350,"37180","195700","68912","5.9",27718,3814,1788
"410",76022,13059,6267,6792,2963,11288,"29448","139500","53650","7.5",10526,1511,311
"411",76023,5930,2894,3036,803,5402,"26021","109200","54181","12.5",5680,26,36
"412",76028,67388,31665,35723,11766,59200,"32846","161600","75420","6.6",62512,2150,709
"413",76031,18050,9365,8685,1925,13013,"23622","95600","53664","20.1",16545,515,60
"414",76033,25190,12374,12816,3651,19517,"26027","117200","53671","12.3",23365,672,224
"415",76034,25557,12925,12632,12608,24435,"74123","456100","164682","2.2",22509,725,1750
"416",76035,1466,869,597,443,1232,"56450","258000","92386","10.8",1357,10,28
"417",76036,25736,12357,13379,4109,20076,"29036","158400","67199","9.6",20173,3943,294
"418",76039,33750,16687,17063,9375,26912,"34632","169400","64385","9.1",23113,3225,4366
"419",76040,32301,15969,16332,6061,25587,"26131","164100","55037","13.1",19159,6728,3175
"420",76041,331,132,199,40,92,"22291","101900","52097","3.9",95,0,0
"421",76043,7509,3556,3953,873,5987,"26505","175400","52288","23.8",7054,13,0
"422",76044,3799,1971,1828,464,3285,"28728","169600","66341","11.0",3711,9,0
"423",76048,23702,11513,12189,3671,20062,"27531","139200","48607","16.7",22197,287,5
"424",76049,27889,13642,14247,6427,24645,"35825","189300","66851","8.6",26674,107,453
"425",76050,5747,2749,2998,773,4989,"26727","162500","64391","9.0",5457,80,22
"426",76051,51685,25281,26404,16633,40645,"43011","273400","83634","8.1",40915,2193,3757
"427",76052,20779,10137,10642,4618,18068,"40717","265300","105586","4.5",17666,1527,376
"428",76053,30567,15187,15380,4871,22229,"26384","134200","53907","13.0",23177,2832,1343
"429",76054,11948,5782,6166,3770,10697,"40066","204700","91953","3.7",11060,343,192
"430",76055,2643,1225,1418,318,2044,"29092","79700","48173","16.9",2334,135,0
"431",76058,18068,9351,8717,1381,14936,"23334","111400","58792","10.8",16313,628,80
"432",76059,5211,2427,2784,706,3472,"18175","97800","40971","16.7",3785,489,217
"433",76060,7638,3887,3751,1554,6070,"31964","173400","74384","4.6",6175,420,436
"434",76063,69146,33374,35772,19027,57439,"37655","219400","93201","5.0",49392,10905,2957
"435",76064,1790,889,901,175,1672,"26966","162300","64712","4.0",1636,53,49
"436",76065,34291,16962,17329,6958,30209,"34535","203000","87365","5.3",31011,1240,364
"437",76066,3193,1679,1514,474,3076,"30144","156700","61689","10.9",3136,0,0
"438",76067,20561,10384,10177,1859,15675,"21041","83100","42982","20.8",18455,825,166
"439",76070,731,347,384,257,640,"33048","176500","80709","0.0",598,0,0
"440",76071,4069,2016,2053,399,3202,"25435","151400","59635","12.1",3748,117,1
"441",76073,6155,3158,2997,595,5261,"27540","134600","58225","6.8",5951,0,5
"442",76078,10366,5111,5255,1356,7854,"26303","146200","64994","11.6",9546,123,72
"443",76082,18030,8791,9239,1931,16202,"25020","135100","60768","14.0",17270,68,42
"444",76084,8456,4630,3826,729,5853,"21670","102700","57455","8.2",7275,640,91
"445",76085,10747,5348,5399,1491,9351,"31661","166200","69385","12.2",10228,62,7
"446",76086,22311,10247,12064,2627,18560,"24945","121200","55777","9.8",20250,650,89
"447",76087,26889,13225,13664,7572,24323,"38090","212800","85501","7.6",25173,451,173
"448",76088,11854,6119,5735,1685,10936,"29691","196400","71004","6.5",11347,50,24
"449",76092,30138,14922,15216,13839,28370,"79825","628100","207127","2.0",25236,769,3067
"450",76093,1680,825,855,115,1549,"23579","95900","52321","10.1",1670,0,0
"451",76102,9803,5284,4519,3236,7396,"36692","217800","62664","34.5",6252,2175,219
"452",76103,13689,6322,7367,1579,7531,"19335","86200","37313","24.0",8005,3240,470
"453",76104,18199,8481,9718,1400,10436,"14565","59200","26140","40.1",7097,7404,364
"454",76105,21661,11098,10563,548,9025,"12437","57300","28843","34.5",8824,7805,111
"455",76106,39218,20788,18430,669,6745,"13671","75200","37550","25.0",25056,3054,233
"456",76107,30110,14414,15696,11359,22785,"49666","261300","62137","18.2",21837,3900,454
"457",76108,41418,20632,20786,6959,31435,"29199","126200","63333","10.0",34615,2413,1050
"458",76109,22448,11115,11333,10222,20077,"54663","389900","70618","17.5",19594,1113,481
"459",76110,31118,15921,15197,5536,10633,"23502","102000","46185","22.9",23489,1099,388
"460",76111,22456,11505,10951,1385,6523,"16866","84100","42938","23.7",15326,595,708
"461",76112,41448,20549,20899,5525,30237,"23283","100300","40756","24.6",18828,17274,826
"462",76114,25647,13169,12478,2394,12514,"20478","86100","46096","18.7",19165,866,196
"463",76115,20485,10432,10053,1183,4921,"13947","74400","37069","25.5",12179,1446,542
"464",76116,49789,24747,25042,11311,36705,"30957","151700","49276","19.3",34559,7754,1324
"465",76117,31298,15356,15942,2088,16393,"19058","93100","44040","16.9",22557,1294,3018
"466",76118,16318,7576,8742,3111,12223,"28409","150300","64732","7.6",11865,1152,992
"467",76119,48380,24555,23825,2294,30011,"14383","66800","34333","32.3",15304,21848,1933
"468",76120,19041,8599,10442,2531,14932,"22852","144300","46404","24.0",8547,8458,756
"469",76123,32131,15662,16469,7118,24875,"30426","149800","84754","8.1",16400,11728,2202
"470",76126,21355,10469,10886,6407,18425,"43828","174500","82063","4.1",19759,690,356
"471",76127,2048,420,1628,184,1454,"13256","-","66250","0.0",1363,447,37
"472",76129,2983,1023,1960,6,2534,"2630","-","-","-",2429,277,118
"473",76131,37868,19018,18850,6781,27843,"27316","155400","79033","5.9",25777,4193,3091
"474",76132,26405,12236,14169,9278,21875,"40802","252100","52854","11.8",18142,5256,1590
"475",76133,51022,24123,26899,9280,32880,"24247","117600","52583","18.8",35187,10902,1282
"476",76134,26581,12153,14428,2234,15347,"19094","97700","46250","21.2",15445,9073,309
"477",76135,23845,12138,11707,3734,17745,"30485","128400","60804","10.6",20549,1432,568
"478",76137,60065,28667,31398,13187,45799,"29709","152400","70846","8.6",43040,5463,4566
"479",76140,30643,14961,15682,2828,19652,"21363","97900","52752","21.2",16903,9814,356
"480",76148,23819,11744,12075,3033,18616,"25254","111900","67561","8.1",19746,747,1127
"481",76155,5289,2685,2604,1838,4220,"34198","-","51934","12.0",2125,1772,915
"482",76164,16091,8393,7698,463,916,"13362","64800","35401","27.4",10550,128,86
"483",76177,7907,4174,3733,2524,6975,"40959","202300","92990","2.8",6272,644,109
"484",76179,57204,28082,29122,12226,42434,"34157","160000","84548","6.8",45614,3690,2455
"485",76180,36385,17753,18632,7867,29186,"28502","150600","54851","10.4",28822,2773,1656
"486",76182,31227,15265,15962,8390,27053,"39405","194100","86386","4.3",26798,1066,1192
"487",76201,28038,12956,15082,5582,22075,"15948","141100","27232","36.6",20708,3080,2333
"488",76205,20992,10826,10166,5208,16435,"24728","199200","46347","25.3",15783,2415,1121
"489",76207,14221,6800,7421,3963,10972,"30502","196200","59276","14.4",12100,950,366
"490",76208,23463,11341,12122,6056,16323,"31601","219000","74813","11.6",19849,1818,544
"491",76209,24667,11945,12722,5757,17433,"24691","144000","50810","20.2",20464,2266,267
"492",76210,44044,21520,22524,11135,35951,"34332","195400","85890","7.3",36161,3489,1504
"493",76225,3313,1661,1652,309,3087,"30136","151600","67797","8.8",3257,7,0
"494",76226,25037,12372,12665,10251,23019,"54079","370500","130720","1.7",22893,329,768
"495",76227,29616,14352,15264,7252,25692,"33864","190100","88108","3.8",24432,2953,308
"496",76228,1027,496,531,177,998,"28129","88100","51625","14.6",953,0,0
"497",76230,9538,4576,4962,1049,8423,"27647","124800","49019","13.5",9142,3,0
"498",76233,3490,1812,1678,648,3221,"32598","152000","73606","5.8",3363,21,13
"499",76234,15341,7620,7721,2240,12593,"31088","161700","61645","14.8",14303,85,147
"500",76238,400,197,203,48,367,"31497","88800","70000","1.3",396,0,0
"501",76239,1263,733,530,262,1233,"33584","138200","66750","8.4",1202,0,5
"502",76240,27123,13403,13720,4102,21338,"27642","139400","56886","17.8",24264,962,286
"503",76244,74414,36273,38141,22328,61819,"35829","212100","100861","2.3",55751,6341,5435
"504",76245,1869,929,940,372,1809,"26374","77900","44901","14.0",1788,0,53
"505",76247,14009,6976,7033,2953,11938,"30214","165700","88323","4.6",12749,366,49
"506",76248,39131,19119,20012,14910,35682,"49906","324400","123446","3.5",33791,679,2237
"507",76249,8516,4432,4084,1773,6798,"29608","165900","79360","6.5",8021,18,28
"508",76250,1011,468,543,287,1004,"38047","183000","82143","1.0",953,0,33
"509",76251,658,322,336,66,584,"26116","124300","43421","16.3",624,9,0
"510",76252,2622,1375,1247,602,2438,"35300","172800","71500","6.2",2521,20,0
"511",76255,5369,2677,2692,625,4776,"23025","85800","36214","20.6",5062,18,3
"512",76258,6820,3450,3370,1136,5059,"32344","151800","60075","12.2",6277,48,0
"513",76259,4890,2405,2485,772,4113,"30114","164200","75500","12.4",4390,247,109
"514",76261,310,176,134,80,283,"23977","73500","54750","4.8",280,0,0
"515",76262,34422,16768,17654,13068,30295,"50725","319700","107191","4.6",29826,1246,1297
"516",76263,58,29,29,7,58,"23307","-","71071","5.2",58,0,0
"517",76264,1541,779,762,75,1483,"28315","81400","60500","1.1",1455,0,12
"518",76265,1806,890,916,232,1736,"29194","96600","51667","5.8",1742,14,19
"519",76266,15439,7539,7900,2572,13237,"33516","157800","71595","7.2",14334,591,28
"520",76268,277,137,140,15,253,"19601","46100","41250","23.0",274,0,0
"521",76270,1797,904,893,181,1552,"29128","132300","64706","16.1",1691,0,0
"522",76271,1626,740,886,251,1357,"29150","141100","70096","8.0",1605,0,7
"523",76272,4256,2139,2117,516,3948,"29838","128300","64074","7.2",4166,0,13
"524",76273,9245,4579,4666,1171,8086,"25722","139900","60739","14.0",8876,73,17
"525",76301,15632,7292,8340,1327,10705,"16329","49700","26659","35.0",9794,2965,147
"526",76302,13725,6216,7509,2051,11458,"22844","108900","45709","24.1",11076,1220,145
"527",76305,4264,2098,2166,748,3902,"26580","111400","53611","16.0",3850,37,66
"528",76306,15099,7169,7930,1852,11576,"20823","75200","42896","23.7",10301,2506,231
"529",76308,19361,8819,10542,4809,17211,"29278","133100","48893","15.7",15891,1644,690
"530",76309,12939,6385,6554,2219,8893,"26749","96100","42885","21.4",10493,871,94
"531",76310,17720,8999,8721,4719,15767,"34100","132300","66829","6.6",15772,448,839
"532",76311,8501,6699,1802,629,7110,"16604","-","60208","1.8",6012,1280,467
"533",76351,1853,859,994,254,1689,"25270","77200","40417","12.8",1763,70,3
"534",76354,12085,5533,6552,1560,10978,"24053","96100","52090","14.5",10330,504,127
"535",76357,662,288,374,84,660,"25456","61000","45536","8.0",640,0,15
"536",76360,3561,1840,1721,379,3297,"26169","44300","36856","17.2",3191,37,0
"537",76363,433,249,184,47,250,"20979","30000","75833","21.5",363,50,4
"538",76364,143,82,61,31,133,"26683","65900","58750","5.6",133,0,1
"539",76365,4395,2296,2099,572,4236,"28548","81300","42386","19.3",4187,53,6
"540",76366,2102,1041,1061,244,1921,"28089","94600","48750","14.7",1975,29,31
"541",76367,14963,10327,4636,1317,12217,"15549","86100","52202","7.2",12233,2084,19
"542",76370,252,108,144,16,252,"37567","-","46563","9.9",225,0,0
"543",76371,1557,787,770,180,933,"20800","47200","45521","18.1",1297,136,0
"544",76372,1409,664,745,129,1270,"18546","78300","40335","30.1",1405,0,0
"545",76374,3917,1865,2052,636,3176,"22542","59500","46089","17.1",3694,18,3
"546",76377,820,399,421,16,790,"17798","56900","36831","18.1",790,3,0
"547",76379,616,269,347,97,472,"24095","121300","65333","11.9",577,0,0
"548",76380,3633,1755,1878,660,3268,"30776","66800","36437","13.0",3326,124,0
"549",76384,12385,6081,6304,1343,8703,"21848","70400","43592","17.1",9967,1092,118
"550",76389,1387,753,634,234,1108,"25868","127500","72548","8.0",1280,0,0
"551",76401,29478,14241,15237,5277,24229,"23374","134600","46327","23.9",27026,502,291
"552",76402,831,377,454,0,665,"20909","-","-","-",613,124,13
"553",76424,8794,4487,4307,998,6654,"21610","69700","44254","22.2",7951,204,37
"554",76426,12453,6501,5952,1518,8846,"24825","132600","49408","16.4",11531,279,24
"555",76427,1021,440,581,44,928,"18325","57500","34736","42.8",992,12,5
"556",76429,158,109,49,33,158,"54654","168100","-","12.0",158,0,0
"557",76430,2428,1204,1224,457,2093,"22815","79600","43958","17.7",2346,6,6
"558",76431,2931,1366,1565,266,2489,"26681","110800","58459","11.8",2661,43,3
"559",76432,1152,540,612,151,1042,"23624","107800","37692","13.6",1131,3,0
"560",76433,1514,741,773,337,1342,"28514","249100","67656","8.6",1498,0,3
"561",76435,453,191,262,38,383,"21941","33300","33393","16.3",452,0,0
"562",76437,5401,2784,2617,572,4901,"22255","71300","36335","17.9",4735,171,7
"563",76442,7496,3719,3777,977,5266,"22847","95200","43544","15.0",7171,132,26
"564",76443,2316,1139,1177,236,2141,"19073","69300","31676","19.1",2295,0,0
"565",76444,3472,1589,1883,587,2840,"22558","80600","38356","18.0",3261,29,11
"566",76445,322,166,156,41,237,"19839","71600","28143","20.8",322,0,0
"567",76446,8105,4093,4012,920,5248,"20778","91300","45337","24.1",7373,64,47
"568",76448,5224,2850,2374,553,4345,"24194","77200","31330","19.5",4785,33,31
"569",76449,2427,1221,1206,371,2195,"32693","112200","50741","11.3",2278,0,10
"570",76450,12885,6445,6440,1808,10642,"28446","91900","49946","14.0",12205,262,78
"571",76452,95,70,25,0,27,"21517","-","69297","12.6",95,0,0
"572",76453,1357,699,658,366,1307,"41729","177600","61875","5.9",1307,0,0
"573",76454,1560,757,803,118,1121,"17607","43400","30761","22.9",1512,0,0
"574",76455,1249,769,480,87,704,"20695","59800","50417","41.9",1193,0,0
"575",76457,4102,2046,2056,463,3291,"22981","127700","42402","12.3",3905,28,9
"576",76458,5913,3423,2490,548,4693,"25480","84700","53897","16.6",5301,391,3
"577",76459,175,98,77,4,153,"44914","74400","106458","16.6",175,0,0
"578",76462,3102,1780,1322,645,3049,"37084","209000","78068","5.6",3002,0,0
"579",76463,380,190,190,30,367,"27209","65000","31250","11.8",344,5,0
"580",76464,587,282,305,97,576,"26947","61000","55972","22.0",578,0,7
"581",76470,3820,1881,1939,322,3004,"17044","56000","33241","12.9",3558,149,6
"582",76471,2275,1131,1144,268,2112,"18443","49300","35750","13.3",2174,58,14
"583",76472,1507,763,744,335,1409,"36317","117100","49038","18.5",1483,0,0
"584",76474,223,113,110,70,223,"30670","117000","42404","11.7",220,0,0
"585",76475,909,468,441,204,641,"27841","87800","36696","8.3",881,0,0
"586",76476,2718,1355,1363,455,2517,"29513","166500","58393","11.0",2682,10,8
"587",76483,972,445,527,147,785,"29821","65000","36700","21.4",955,2,5
"588",76484,926,428,498,104,780,"19993","100000","38828","19.1",898,14,0
"589",76486,1040,518,522,107,975,"33260","74100","64167","3.0",969,0,3
"590",76487,2704,1353,1351,271,2378,"25652","144000","45991","26.6",2612,0,0
"591",76491,341,152,189,29,284,"22938","54000","31458","15.5",332,0,0
"592",76501,17571,8945,8626,1854,12175,"20424","110400","42361","24.2",13368,3460,29
"593",76502,38571,18455,20116,9860,30866,"31439","154400","64725","10.5",30911,4338,947
"594",76504,23368,11124,12244,3224,16128,"20418","91900","38944","25.2",16641,4730,373
"595",76511,2869,1855,1014,164,1823,"18722","90600","36964","14.7",2154,558,0
"596",76513,38124,18986,19138,7550,28650,"29908","163400","63679","12.8",32433,2381,628
"597",76518,1408,687,721,138,1035,"22058","73000","41466","13.2",1332,22,11
"598",76520,8124,4078,4046,916,6244,"23023","77900","40586","18.5",6568,1102,7
"599",76522,36581,17470,19111,4777,30564,"25931","112500","53163","12.3",25456,5518,814
"600",76523,0,0,0,0,0,"-","-","-","-",0,0,0
"601",76524,3359,1561,1798,253,2876,"22176","103300","58676","6.5",2929,395,3
"602",76525,1051,524,527,181,824,"24282","103600","46429","17.4",985,2,1
"603",76527,3886,2060,1826,382,2803,"27133","145200","55333","11.4",3725,0,0
"604",76528,16708,7276,9432,1821,14255,"22911","108200","49164","12.6",14848,682,73
"605",76530,2190,1158,1032,224,1748,"24930","141900","45223","21.7",2058,73,0
"606",76531,4632,2182,2450,986,4251,"30038","111700","50500","15.3",4429,27,11
"607",76534,2927,1409,1518,332,2315,"22376","123000","53207","15.4",2681,80,0
"608",76537,4921,2428,2493,620,3325,"26857","157800","64730","7.4",4458,146,27
"609",76538,734,349,385,129,731,"25033","110700","65625","9.8",690,0,0
"610",76539,8530,4301,4229,1229,7575,"28710","160500","67295","8.7",7232,353,100
"611",76541,18447,9273,9174,1219,12913,"16508","69100","30899","28.1",10163,5054,496
"612",76542,50324,24602,25722,7625,37661,"25588","147100","60892","10.2",23508,18053,2089
"613",76543,29256,14295,14961,2444,22610,"19865","88500","41019","17.5",12483,11489,889
"614",76544,26637,17835,8802,1782,20558,"18485","-","44046","13.3",17864,4893,826
"615",76548,29595,14845,14750,7243,23676,"31033","174500","72284","12.4",20044,5138,1332
"616",76549,48970,24123,24847,5478,37209,"21486","129800","51972","10.2",20827,18544,2381
"617",76550,12517,6294,6223,1816,9808,"25353","128500","46678","13.7",11399,262,199
"618",76554,2285,1251,1034,195,1582,"20654","107300","48125","10.9",2107,26,24
"619",76556,1281,672,609,111,1243,"25613","85300","41961","19.7",1202,59,0
"620",76557,4783,2431,2352,516,3865,"27765","112100","54821","21.7",4306,162,61
"621",76559,5534,2674,2860,620,4238,"21491","126900","54359","12.3",4218,435,88
"622",76561,1007,487,520,125,832,"24408","83200","52250","19.6",887,2,0
"623",76565,72,39,33,10,72,"17221","151400","-","0.0",72,0,0
"624",76567,9098,4565,4533,849,6049,"20999","96100","38104","17.8",7428,827,65
"625",76569,2250,1218,1032,204,1762,"25737","87800","52126","10.3",2038,113,0
"626",76570,2909,1511,1398,452,2187,"21559","65400","38819","25.3",2507,380,0
"627",76571,7200,3730,3470,2316,6393,"40054","273300","87852","6.7",6896,136,64
"628",76573,22,9,13,0,4,"27182","-","-","0.0",22,0,0
"629",76574,18939,9212,9727,2109,11307,"24571","133500","50030","12.5",15021,1805,109
"630",76577,3311,1604,1707,446,2801,"26700","142100","51090","9.2",3125,83,0
"631",76578,1422,689,733,148,1004,"25653","140900","63611","11.6",1249,53,0
"632",76579,4672,2276,2396,475,3986,"24227","117500","60848","10.0",4544,31,0
"633",76596,1319,0,1319,50,923,"945","-","-","-",748,339,0
"634",76597,2816,2815,1,91,2125,"452","-","-","-",1288,1007,23
"635",76598,505,0,505,11,391,"803","-","-","-",270,124,6
"636",76599,2057,0,2057,37,1585,"1375","-","-","-",1132,548,0
"637",76621,907,437,470,205,859,"28777","123500","59063","8.6",882,4,0
"638",76622,1110,555,555,114,1019,"22613","86300","51750","8.2",1055,11,0
"639",76623,144,70,74,6,56,"14637","70800","39219","20.1",100,3,0
"640",76624,2065,1091,974,265,2044,"24357","103300","61667","20.5",2036,0,0
"641",76626,1312,536,776,138,1267,"20249","89100","49167","19.2",1127,38,0
"642",76627,1612,752,860,130,1498,"22266","85700","58409","8.3",1533,13,0
"643",76628,26,16,10,0,17,"14846","-","14375","26.9",18,5,0
"644",76629,1686,811,875,130,1598,"26617","81600","45000","17.5",1349,305,10
"645",76630,1124,550,574,147,973,"22125","124000","66657","4.9",1113,0,11
"646",76631,555,303,252,44,517,"20657","58200","64327","6.7",490,42,10
"647",76632,1537,780,757,116,899,"14860","54900","40302","26.5",1260,230,5
"648",76633,5346,2752,2594,1214,4896,"35420","184800","84342","4.5",4939,54,0
"649",76634,7068,3388,3680,1188,6256,"27839","125900","50962","14.0",6561,126,25
"650",76635,1219,631,588,35,668,"15865","55300","31250","27.7",880,239,0
"651",76636,1330,644,686,166,1255,"31354","116000","50781","12.5",1267,16,6
"652",76637,629,274,355,99,496,"21261","80000","44792","16.3",590,2,0
"653",76638,3081,1614,1467,791,2807,"36712","214500","73952","6.8",2846,148,0
"654",76639,1341,713,628,199,1152,"21019","65000","40385","12.5",1226,72,0
"655",76640,2816,1365,1451,257,2608,"20522","77800","32957","22.5",2653,97,25
"656",76641,1768,876,892,154,1436,"21041","74300","45823","19.9",1558,59,0
"657",76642,7025,3466,3559,901,6080,"23431","91000","44456","21.5",5854,740,91
"658",76643,14253,6952,7301,3415,11698,"31949","151500","72842","4.7",12670,796,345
"659",76645,10477,5300,5177,1119,6874,"20749","83700","41845","21.5",8359,1507,65
"660",76648,2762,1351,1411,324,2570,"23594","90600","45417","20.7",2467,244,0
"661",76649,701,310,391,114,625,"37318","92500","43125","18.1",689,0,0
"662",76651,3232,1641,1591,259,2513,"23107","98200","45234","11.8",2672,272,0
"663",76652,1210,728,482,114,1078,"18507","83800","42841","18.2",1174,0,0
"664",76653,902,440,462,47,754,"22630","90000","40875","9.0",812,40,3
"665",76654,178,82,96,11,176,"21531","62100","43000","15.7",169,9,0
"666",76655,8530,4157,4373,1734,7740,"32491","168500","83098","6.8",7754,371,7
"667",76656,2440,1227,1213,222,2116,"20649","97900","50417","14.6",2160,148,4
"668",76657,9663,4807,4856,2006,7302,"35917","198100","62366","7.2",8578,499,176
"669",76660,530,227,303,28,427,"21773","82300","46750","7.4",447,71,0
"670",76661,8108,3516,4592,447,6010,"12959","52600","28934","34.6",4412,3281,23
"671",76664,3494,1957,1537,486,3023,"21819","84100","44819","12.9",2556,866,0
"672",76665,2399,1195,1204,326,1894,"25297","100000","45690","16.6",2276,57,32
"673",76666,259,141,118,33,251,"27421","83000","41667","8.1",257,0,0
"674",76667,11261,6003,5258,1027,8458,"20030","85200","40760","21.4",7469,3033,59
"675",76670,1524,794,730,135,1072,"21048","101800","45833","15.0",1245,154,0
"676",76671,1792,889,903,152,1455,"24172","91300","41047","21.8",1725,0,0
"677",76673,1620,754,866,90,908,"15946","80000","45439","34.9",1465,138,0
"678",76676,268,122,146,32,200,"22738","84200","58214","3.7",237,0,8
"679",76679,1380,619,761,227,1329,"24403","86600","43684","28.6",1270,32,0
